,text,labels
1742,['спасибо я получать приходить за он отстоять очередь и оказываться что посылка в друг отделение я не посмотреть даже на адрес тк рано все я приходить на это отделение'],подтверждение получения
1743,['спасибо я получать уведомление приходить за он отстоять очередь и оказываться что посылка в друг отделение я не посмотреть даже на тк рано все я приходить на это отделение'],подтверждение получения
1744,['я получать халат спасибо большой в плечо как раз длина хороший в талия только хотеться бы узкий а то но все равно талия халат сохраняться для я это совсем небольшой минус приятный я уже постирать не полинять я очень рад спасибо вы'],подтверждение получения
1745,['спасибо приходить за подарок отдельный спасибо'],подтверждение получения
1746,['все приходить за подарок отдельный'],подтверждение получения
1747,['я получать халат спасибо большой в плечо как раз длина хороший в только хотеться бы узкий а то свободненько но все равно халат сохраняться для я это совсем небольшой минус приятный я уже постирать не полинять я очень рад спасибо вы'],подтверждение получения
1748,['спасибо все приходить за подарок спасибо'],подтверждение получения
1749,['спасибо я получать уведомление приходить за он отстоять очередь и оказываться что посылка в друг отделение я не посмотреть даже адрес тк рано все я приходить это отделение'],подтверждение получения
1750,['размер г ул трудовой портный оплачивать на почта'],подтверждение получения
1751,['размер г ул коммуна портный оплачивать на почта'],подтверждение получения
1752,['размер г ул трудовой коммуна портный на почта'],подтверждение получения
1753,['спасибо получать уведомление приходить за он отстоять очередь и оказываться что посылка в друг отделение не посмотреть даже на адрес тк рано все приходить на это отделение'],подтверждение получения
1754,['размер г ул коммуна портный оплачивать на почта'],подтверждение получения
1755,['размер г ул трудовой портный оплачивать на почта'],подтверждение получения
1756,['я получать халат спасибо большой в плечо как раз длина хороший в талия только хотеться бы узкий а то свободненько но все равно талия халат сохраняться я это совсем небольшой минус приятный я уже постирать не полинять я очень рад спасибо вы'],подтверждение получения
1757,['я получать халат спасибо большой в плечо как длина хороший в талия только хотеться бы узкий а то свободненько но все равно талия халат сохраняться для я это совсем небольшой минус приятный я уже постирать не полинять я очень рад спасибо вы'],подтверждение получения
1758,['я получать уведомление приходить за он отстоять очередь и оказываться что посылка в друг отделение я не посмотреть даже на адрес тк рано все я приходить на это отделение'],подтверждение получения
1759,['спасибо все приходить за отдельный спасибо'],подтверждение получения
1760,['спасибо я получать уведомление приходить за он отстоять очередь и оказываться что посылка в друг отделение я не даже на адрес тк рано все я приходить на это отделение'],подтверждение получения
1761,['все приходить за подарок отдельный'],подтверждение получения
1762,['все приходить за подарок отдельный'],подтверждение получения
1763,['спасибо я получать уведомление приходить за он отстоять очередь и оказываться что посылка в друг я не посмотреть даже на адрес тк рано все я приходить на это'],подтверждение получения
1764,['все приходить за подарок отдельный'],подтверждение получения
1765,['спасибо я получать уведомление приходить за отстоять очередь и оказываться что посылка в друг отделение я не посмотреть даже на адрес тк рано все я приходить на это отделение'],подтверждение получения
1766,['спасибо все за подарок отдельный спасибо'],подтверждение получения
1767,['я получать халат спасибо большой в плечо как раз длина хороший в талия только хотеться бы узкий а то свободненько но все равно талия халат сохраняться для я это совсем минус приятный я уже постирать не полинять я очень рад спасибо вы'],подтверждение получения
1768,['размер г ул коммуна портный оплачивать на почта'],подтверждение получения
1769,['спасибо приходить за подарок отдельный спасибо'],подтверждение получения
1770,['спасибо все приходить подарок отдельный спасибо'],подтверждение получения
1771,['спасибо я получать уведомление приходить за он отстоять и оказываться что посылка в друг отделение я не посмотреть даже на адрес тк рано все я приходить на это отделение'],подтверждение получения
1772,['я получать халат спасибо большой в плечо как раз длина хороший в талия только хотеться бы узкий а то свободненько но все равно талия халат сохраняться для я это совсем небольшой минус приятный я уже постирать полинять я очень рад спасибо вы'],подтверждение получения
1773,['спасибо все приходить за отдельный спасибо'],подтверждение получения
1774,['я получать халат спасибо большой в плечо как раз длина хороший в талия только хотеться бы узкий а то свободненько но все равно талия халат сохраняться для я это совсем небольшой минус приятный я уже постирать не полинять я рад спасибо вы'],подтверждение получения
1775,['спасибо все приходить за отдельный спасибо'],подтверждение получения
1776,['спасибо все приходить подарок отдельный спасибо'],подтверждение получения
1777,['спасибо я получать уведомление приходить за он отстоять очередь и оказываться что посылка в друг отделение я не посмотреть даже на адрес тк рано все я приходить на отделение'],подтверждение получения
1778,['я получать халат спасибо большой в плечо как раз длина хороший в талия только хотеться бы узкий а то свободненько но все равно талия халат сохраняться для я это совсем небольшой минус приятный я уже не полинять я очень рад спасибо вы'],подтверждение получения
1779,['размер г ул трудовой коммуна портный на почта'],подтверждение получения
1780,['спасибо все приходить за отдельный спасибо'],подтверждение получения
1781,['размер ул трудовой коммуна портный оплачивать на почта'],подтверждение получения
1782,['размер г ул трудовой портный оплачивать на почта'],подтверждение получения
1783,['размер г ул трудовой коммуна портный оплачивать на'],подтверждение получения
1784,['спасибо я получать уведомление приходить за он отстоять очередь и оказываться посылка в друг отделение я не посмотреть даже на адрес тк рано все я приходить на это отделение'],подтверждение получения
1785,['размер г ул коммуна портный оплачивать на почта'],подтверждение получения
1786,['спасибо приходить за подарок отдельный спасибо'],подтверждение получения
1787,['спасибо я получать уведомление за он отстоять очередь и оказываться что посылка в друг отделение я не посмотреть даже на адрес тк рано все я на это отделение'],подтверждение получения
1788,['я получать халат спасибо большой в плечо как раз длина хороший в талия только хотеться бы узкий а то свободненько но все равно талия халат сохраняться для я это совсем небольшой минус приятный я уже постирать не полинять я очень рад спасибо'],подтверждение получения
1789,['я получать уведомление приходить за он отстоять очередь и оказываться что посылка в друг отделение я не посмотреть даже на адрес тк рано все я приходить на это отделение'],подтверждение получения
1790,спасибо я получать уведомление приходить за он отстоять очередь и оказываться что посылка в друг отделение я не посмотреть даже на адрес тк рано все я приходить на это отделение,подтверждение получения
1791,размер г ул трудовой коммуна портный оплачивать на почта,подтверждение получения
1792,я получать халат спасибо большой в плечо как раз длина хороший в талия только хотеться бы узкий а то свободненько но все равно талия халат сохраняться для я это совсем небольшой минус приятный я уже постирать не полинять я очень рад спасибо вы,подтверждение получения
1793,спасибо все приходить за подарок отдельный спасибо,подтверждение получения
1794,здравствовать сейчас только получать,подтверждение получения
1795,добрый вечер уже забирать отлично подходить спасибо большой и за подарочек спасибо,подтверждение получения
1796,большой спасибо получать костюм все подходить фото присылать поздно за подарочек отдельный спасибо очень приятно,подтверждение получения
1797,приходить белый с длинный рукав,подтверждение получения
1798,здравствовать посылка получать довольный спасибо,подтверждение получения
1799,извинять что сразу не забирать быть на отдых,подтверждение получения
1800,все супер правда брюки не тот но тоже устраивать,подтверждение получения
1801,вчера получать,подтверждение получения
1802,здравствовать все получать блуза супер спасибо а вот такой халатик в друг быть,подтверждение получения
1803,я получать посылка,подтверждение получения
1804,здравствовать посылка получать спасибо ждать платье а можно к он заказывать с какой нибудь,подтверждение получения
1805,привет получать форма как всегда все на высокий уровень спасибо огромный,подтверждение получения
1806,спасибо все приходить и все подходить,подтверждение получения
1807,хорошо главное чтобы подходить,подтверждение получения
1808,добрый день получать костюм довольный спасибо все подходить хотеть заказывать еще блуза размер красный с елка и синий со снежинка,подтверждение получения
1809,добрый день я приходить костюм и он я короткий мы с вы говорить о длина брюки по внутрений шов не менее см в брюки что приходить см,подтверждение получения
1810,спасибо хорошо я вы поздно отписываться,подтверждение получения
1811,здравствовать костюм приходить все хорошо только в этот раз я заплатить сказать потому что физический лицо,подтверждение получения
1812,здравствовать я вот только что приходить с почта халатик садиться идеально очень довольный,подтверждение получения
1813,заказ я получать все подходить спасибо,подтверждение получения
1814,я получать посылка спасибо большой все по фигура очень нравиться,подтверждение получения
1815,у мы в отделение носить все отттенок зеленый но такой как быть у сестра нет ни у кто спасибо огромный сегодня пойти она радовать надеяться все подходить сабо я подходить и спасибо за подарочек он оставлять себя,подтверждение получения
1816,получать халат изюмительный,подтверждение получения
1817,спасибо получать но абсолютно не красный картинка не соответствовать,подтверждение получения
1818,добрый день заказ я получать быть возможность присылать я на почитать документ на ткань требовать,подтверждение получения
1819,все подходить качество тоже радовать,подтверждение получения
1820,спасибо большой приходить мой костюмчик очень приятно быть получать еще и вы я очаровывать,подтверждение получения
1821,забирать костюм проходить все круг ада на почта,подтверждение получения
1822,спасибо я забирать он,подтверждение получения
1823,юлечка здравствовать сегодня забирать свой посылочка и оставаться очень довольно качество просто супер даже не ожидать и спасибо за подарочек быть рекомендовать вы свой коллега отзыв и фото скин завтра,подтверждение получения
1824,здравствовать платье получать очень понравиться спасибо по оплата я написать пожалуйста,подтверждение получения
1825,добрый вечер получать красный блуза подходить спасибо теперь быть знать размер для следовать заказ,подтверждение получения
1826,посылка получать теперь ждать когда присылать зеленый,подтверждение получения
1827,даа приходить спасибо,подтверждение получения
1828,да спасибо блуза садиться идеально и по хорошо подходить,подтверждение получения
1829,юличка день добрый а я один халат присылать вместо,подтверждение получения
1830,добрый день заказ получать костюм подходить спасибо за подарочек,подтверждение получения
1831,спасибо получать сегодня все подходить,подтверждение получения
1832,добрый день все получать благодарить,подтверждение получения
1833,здравствовать заказ забирать свой но просить один халат красный а второй черный приходить оба почему то качество хороший по размер подходить единственный очень длинный ниже колено только после заказ вычитать что можно на разный рост шить,подтверждение получения
1834,здравствовать я забирать сегодня хирургичка огромный вы спасибо за такой качественный работа за терпение и за кармашек особенно,подтверждение получения
1835,спасибо большой огромный это платье превосходить все мой ожидание супер еще обязательно заказывать,подтверждение получения
1836,добрый вечер получать кастюм блуза не подходить как я сделать возврат или обмен,подтверждение получения
1837,здравствовать я получать заказ спасибо штаны хорошо а куртка большой,подтверждение получения
1838,здравствовать я занимать первый место в ваш конкурс ооочень приятно спасибо вы огромный подсказывать пожалуйста а можно ли забирать я лично костюм напрямую из магазин или приз можно получать только по почта,подтверждение получения
1839,здравствовать я сегодня получать извещение о посылка и там сумма на рубль больше я так понимать это за доставка из до нижний у я вопрос на почта помимо этот сумма у я ни что не потребовать потому что как бы доставка входить в этот сумма или доставка на оба почта отлачиваться,подтверждение получения
1840,здравствовать получать посылка спасибо очень славный платьице а как обстоять дело с костюм спасибо,подтверждение получения
1841,получать свой брючки размер подходить очень быстро приходить посылка спасибо огромный поздно сделать фото и написать отзыв,подтверждение получения
1842,спасибо большой все получать даже шоколадка,подтверждение получения
1843,здравствовать я получать посылка все сходиться кроме один вещь вы высылать черный брюки из легкий ткань хотя я просить из плотный и оплачивать они по соответствующий цена просить вернуть я разница в стоимость,подтверждение получения
1844,добрый день посылка я получать поздно написать отзыв спасибо,подтверждение получения
1845,здравствовать как это ни печально я не довольный получать посылка халат вы присылать не то размер заказывать получать он я большой даже на кофта думать может зима носить но нет доставка вы обещать бесплатный в итог она оказываться платный комбинезон тоже огромный хоть на немой и написать но он на девушка рост от и высоко штанина можно быть бы подшивать это понятно но это же комбинезон он и сверху длинный у я не на талия а внизу поп мой рост обычный я может и виноватый что не узнавать другой параметр кроме размер но вы же знать ваш модель одежда должный тоже уточнять такой важный деталь вопрос задавать сказать что этот комбез на высокий девушка на ваш рост не подходить выбирать другой модель ох ну ладно это вопрос спорный на этикетка все как заказывать то и получать другой вещь это обувь и костюм я довольный все ока это мой второй заказ в ваш фирма свой коллега я уже год советовать покупать форма у вы человек уже становиться ваш клиент и я бы хотеться и далеко с вы сотрудничать но сегодня я конечно очень расстраиваться как решать этот ситуация что вы мочь предлагать,подтверждение получения
1846,забирать халат и пояс халат отличный под этот модель идти более плотный ткань хорошо что тонкий только пояс ягодный оказываться ненужный у он очень тонкий ткань который скатываться и сгинаться туда нужно что то вставлять и перешивать но я не быть они пользоваться еще раз спасибо очень довольный как и многие кто у вы заказывать теперь поздно заказывать брюки с кофточка для год,подтверждение получения
1847,здравствовать костюм пришол я ооочень довольный спасибо потом заказывать еще комбинезон он наверное тоже размер нужный,подтверждение получения
1848,здравствовать костюм получать все отлично хотеться бы еще с вы поработать,подтверждение получения
1849,здравствовать доходить заказ что ли,подтверждение получения
1850,доюрый день получать костюм но разочаровываться блуза маленький размер на два штаны хорошо садиться даже с запас а блуза плохо тот костюм я у вы заказывать размер все хорошо село что делать я,подтверждение получения
1851,здравствовать посылка приходить только я думать с брюки прийти можно еще брюки из плотный ткань,подтверждение получения
1852,добрый день только что забирать комбез качество как всегда на высота но и поп мой как всегда утопать,подтверждение получения
1853,да получать,подтверждение получения
1854,да получать,подтверждение получения
1855,спасибо переживать только с размер что бы подходить,подтверждение получения
1856,сегодня получать ваш заказ у я проблема я заказывать размер он я большой,подтверждение получения
1857,но штаны пожалуйста на рост см чтобы подходить,подтверждение получения
1858,добрый день посылка получать костюм просто супер муж в восторг,подтверждение получения
1859,посылка получать спасибо,подтверждение получения
1860,большой я я носить приходить,подтверждение получения
1861,здравствовать все приходить очень понравиться,подтверждение получения
1862,добрый вечер сегодня получать свой заказ качество очень понравиться но то ли я такой нестандартный то ли блуза такой длинный но я не подходить вообще блуза не садиться талия костюм на уровень бедро длина костюм чуть ли не до колено быть ли вариант поменять на другой вариант на этот сумма или оформлять возврат,подтверждение получения
1863,спасибо костюм забирать все подходить,подтверждение получения
1864,добрый день костюм получать все подходить понравиться спасибо,подтверждение получения
1865,спасибо остальное подходить очень понравиться и качество и по размер подходить быть рекомендовать вы свой коллега а блуза вы обратно высылать,подтверждение получения
1866,получать спасибо классный форма спасибо за подарок,подтверждение получения
1867,я получать ваш заказ,подтверждение получения
1868,костюм получать все подходить спасибо большой,подтверждение получения
1869,здравствовать заказ получать спасибо все очень понравиться и подходить,подтверждение получения
1870,получать заказ на почта блуза не тот который заказывать у я в заказ м а приходить м,подтверждение получения
1871,добрый день я получать брюки спасибо,подтверждение получения
1872,здравствовать костюм приходить спасибо чуток большеватый но да ладно,подтверждение получения
1873,все понимать почему спасибо проучивать посылка,подтверждение получения
1874,да получать,подтверждение получения
1875,я уже зпбрало,подтверждение получения
1876,забирать спасибо вы отдельный спасибо за подарочек у я точно такой же желтый быть плюс в мой коллекция по повод костюм оч понравиться качество единственный в грудь прямо впритык но ничего страшный и штаны широкий для я но это тоже поправимый ушивать как нить на досуг а целое все понравиться еще раз спасибо вы как только быть возможность скин фото но это близко к конец месяц т к до день рождение пусть дома лежать,подтверждение получения
1877,халат подучивать,подтверждение получения
1878,получать заказ спасибо все подходить,подтверждение получения
1879,халатик приходить,подтверждение получения
1880,здраствовать я получать посылка а вы уверять что это я он надевать и утопать в немой,подтверждение получения
1881,как обычно все супер спасибо большой,подтверждение получения
1882,спасибо платье получать все понравиться только почему то белый заказывать красный,подтверждение получения
1883,спасибо куртка приходить,подтверждение получения
1884,спасибо костюм забирать отлично подходить,подтверждение получения
1885,здравствовать вчера получать халат я понравиться немного не подходить в рука но это не повод отказываться от он еще я показываться что ткань отдавать розовый цвет но это тоже мелочь спасибо за ручка фото быть поздно,подтверждение получения
1886,добрый вечер заказ приходить коллега он забирать и пищать от удовольствие качество и размер подходить идеально огромный вы спасибо,подтверждение получения
1887,заказ получать спасибо за костюм,подтверждение получения
1888,да спасибо уже все получать,подтверждение получения
1889,да получать,подтверждение получения
1890,добрый спасибо сегодня постараться забирать,подтверждение получения
1891,утро завтра забирать заказ и на почта,подтверждение получения
1892,блуза приходить качество отличный спасибо за подарок,подтверждение получения
1893,платье получать спасибо,подтверждение получения
1894,добрый вечер спасибо за костюм подходить по размер и качество превосходный,подтверждение получения
1895,добрый вечер посылка наконец таки достаточно покатать по город и я она получать костюм шикарный все как надо а вот у халат рукав короткий,подтверждение получения
1896,да приходить спасибо большой,подтверждение получения
1897,спасибо посылка сегодня получать все супер,подтверждение получения
1898,здравствовать вчера получать заказ заказ делать из я приходить не тот блуза как я хотеть заказывать розовый на замок как на фото а приходить на кнопка,подтверждение получения
1899,здравствовать получать сегодня халат все хорошо и по размер и но он же без рукав я то просить вот такой а без рукав я не поносить он даже можно как то поменять,подтверждение получения
1900,добрый костюм получать спасибо,подтверждение получения
1901,здрасте сегодня получать все большой спасибо все подходить понравиться единственно узковатый рукав в оба блуза когда подкатывать туговато,подтверждение получения
1902,добрый день заказ забирать брюки хорошо а вот блузка маленький в грудь но сам виноватый спасибо за презент быть приятно,подтверждение получения
1903,спасибо квитанция приходить завтра или в пятница забирать,подтверждение получения
1904,все забирать спасибо,подтверждение получения
1905,добрый вечер халатик давно уже приходить работать очень хорошенький сказать а можно еще такой же заказывать но в друг,подтверждение получения
1906,здравствовать сегодня получать костюмчик огромный спасибо все супер и сувенирчик уже третий порадовать,подтверждение получения
1907,здравствовать получать посылка вы неправильно я информировать по повод доставка,подтверждение получения
1908,костюм получать все подходить спасибо большой,подтверждение получения
1909,посылка получать в этот раз все отлично подходить,подтверждение получения
1910,здравствовать заказ получать спасибо,подтверждение получения
1911,здравствовать сейчас забирать костюм спасибо большой все подходить качество отличный быть заказывать еще у вы,подтверждение получения
1912,здравствовать я получать и вы отправлять обратно черный,подтверждение получения
1913,здравствовать посылка получать большой спасибо блуза супер,подтверждение получения
1914,все получать все супер спасибо,подтверждение получения
1915,на почта как получать,подтверждение получения
1916,добрый день большой вы спасибо за костюм идеально подходить быть заказывать еще,подтверждение получения
1917,спасибо посылка получать фасон очень красивый но качество пошив платье немного хромать но не что думать остальной ваш фасон не так,подтверждение получения
1918,добрый день получать свой посылка спасибо все подходить спасибо за подарочек все как раз,подтверждение получения
1919,спасибо получать заказ только почему то на нет логотип цветоферма,подтверждение получения
1920,заказ забирать,подтверждение получения
1921,получать спасибо,подтверждение получения
1922,костюм получать спасибо большой все подходить,подтверждение получения
1923,получать спасибо,подтверждение получения
1924,и добрый день я уезжать на несколько день как вернуться вопрос становиться снова актуальный и обращаться к вы за форма спасибо,подтверждение получения
1925,первый посылка приходить костюм хорошо а вот шапочка я посылать не то цвет я посылать фото зеленый а присылать голубой,подтверждение получения
1926,форма получать супер,подтверждение получения
1927,здравствовать посылка получать брюки отправлять спасибо все подходить,подтверждение получения
1928,получать уже давно спасибо думать уже совсем не быть наш халат но дождаться заказывать халат м из тися нужный и сколько быть стоить и когда мочь отправлять,подтверждение получения
1929,спасибо получать посылочка,подтверждение получения
1930,спасибо большой все получать оставаться померить,подтверждение получения
1931,халат доходить ткань на халат не тот который я заказывать я это ткань не нравиться халат стоять а я присылать халат из тися,подтверждение получения
1932,спасибо большой за комбинезон,подтверждение получения
1933,добрый вечер все получать,подтверждение получения
1934,здравствовать посылка получать спасибо по размер подходить теперь оставаться на работа в дело проверять и за приятный сюрприз спасибо,подтверждение получения
1935,заказ получать огромный спасибо,подтверждение получения
1936,спасибо все понравиться получать ручка не быть дочка обещать а так все супер спасибо,подтверждение получения
1937,спасибо костюм получать все хорошо только штаны я красный хотеть,подтверждение получения
1938,получать посылка вечер быть примерка,подтверждение получения
1939,спасибо получать,подтверждение получения
1940,спасибо уже получать и носить очень понравиться,подтверждение получения
1941,добрый утро я получать посылка но брюки там размер они я малый,подтверждение получения
1942,здравствовать спасибо вы большой сегодня приходить розовый комбез он крутой,подтверждение получения
1943,здравствовать заказ получать спасибо блуза подходить а брюки очень большой хотя на они маркировка размер это не так я в они утопать,подтверждение получения
1944,здравствовать приходить заказ куртка тонкий а просить из плотный ткань,подтверждение получения
